order_id,customer_id,order_date,product_id,quantity,unit_price,total_amount,currency,payment_method,payment_status,order_status,shipping_method,tracking_number,expected_delivery_date,actual_delivery_date,created_at,updated_at
ORD-03157,CUS-0800,2024-04-01,PROD-030,3,342.95,1028.85,USD,paypal,partially_refunded,refunded,standard,TRACK-F1SSGFJH,2024-04-09,2024-04-12,2024-04-01T00:00:00Z,2025-02-07T00:00:00Z
ORD-03158,CUS-0998,2025-11-18,PROD-092,4,102.76,411.04,USD,credit_card,paid,delivered,express,TRACK-HFRJ5ZFF,2025-11-20,2025-11-21,2025-11-18T00:00:00Z,2025-11-26T00:00:00Z
ORD-03159,CUS-0314,2025-02-06,PROD-001,1,2193.82,2193.82,USD,debit_card,paid,delivered,next_day,TRACK-WKAO3FQ7,2025-02-07,2025-02-07,2025-02-06T00:00:00Z,2025-09-02T00:00:00Z
ORD-03160,CUS-0633,2025-11-13,PROD-046,5,67.55,337.75,USD,credit_card,paid,confirmed,standard,TRACK-650DJI1Y,2025-11-18,,2025-11-13T00:00:00Z,2025-12-31T00:00:00Z
ORD-03161,CUS-0348,2024-02-18,PROD-072,2,172.02,344.04,USD,credit_card,paid,shipped,express,TRACK-GVJPKKKJ,2024-02-21,,2024-02-18T00:00:00Z,2025-04-19T00:00:00Z
ORD-03162,CUS-0323,2024-06-07,PROD-049,4,49.02,196.08,USD,credit_card,paid,placed,standard,TRACK-JKAZPL66,2024-06-17,,2024-06-07T00:00:00Z,2025-06-07T00:00:00Z
ORD-03163,CUS-0794,2024-08-11,PROD-092,1,102.76,102.76,USD,bank_transfer,paid,cancelled,next_day,TRACK-RTQRNZ2R,2024-08-12,,2024-08-11T00:00:00Z,2025-04-14T00:00:00Z
ORD-03164,CUS-0933,2024-11-08,PROD-024,2,522.20,1044.40,USD,bank_transfer,refunded,returned,express,TRACK-S2C4YX18,2024-11-10,2024-11-11,2024-11-08T00:00:00Z,2025-11-19T00:00:00Z
ORD-03165,CUS-0517,2025-03-12,PROD-019,1,1140.33,1140.33,USD,debit_card,paid,confirmed,next_day,TRACK-U5TQU4X3,2025-03-13,,2025-03-12T00:00:00Z,2025-04-18T00:00:00Z
ORD-03166,CUS-0597,2025-12-10,PROD-040,1,337.08,337.08,USD,credit_card,paid,out_for_delivery,express,TRACK-E4M80KBP,2025-12-12,,2025-12-10T00:00:00Z,2025-12-20T00:00:00Z
ORD-03167,CUS-0811,2025-02-06,PROD-067,5,317.35,1586.75,USD,credit_card,refunded,refunded,standard,TRACK-NFQ7N6WW,2025-02-16,2025-02-19,2025-02-06T00:00:00Z,2025-03-13T00:00:00Z
ORD-03168,CUS-0953,2024-01-27,PROD-024,3,522.20,1566.60,USD,paypal,paid,shipped,standard,TRACK-2S0S5K1A,2024-02-04,,2024-01-27T00:00:00Z,2025-02-14T00:00:00Z
ORD-03169,CUS-0142,2024-06-03,PROD-003,2,986.69,1973.38,USD,paypal,paid,processing,standard,TRACK-RBNIUHRV,2024-06-11,,2024-06-03T00:00:00Z,2024-10-21T00:00:00Z
ORD-03170,CUS-0960,2024-12-01,PROD-026,3,295.00,885.00,USD,debit_card,failed,cancelled,next_day,TRACK-7F9LTUOZ,2024-12-02,,2024-12-01T00:00:00Z,2025-10-05T00:00:00Z
ORD-03171,CUS-0951,2024-05-21,PROD-047,3,81.88,245.64,USD,credit_card,refunded,cancelled,standard,TRACK-4C32080X,2024-05-29,,2024-05-21T00:00:00Z,2025-06-07T00:00:00Z
ORD-03172,CUS-0570,2024-02-15,PROD-066,5,77.92,389.60,USD,debit_card,paid,shipped,standard,TRACK-XHXXD9WI,2024-02-21,,2024-02-15T00:00:00Z,2025-06-29T00:00:00Z
ORD-03173,CUS-0058,2024-04-23,PROD-022,1,500.24,500.24,USD,credit_card,paid,out_for_delivery,international,TRACK-O83FTYZS,2024-05-05,,2024-04-23T00:00:00Z,2025-09-23T00:00:00Z
ORD-03174,CUS-0621,2024-12-24,PROD-051,4,450.36,1801.44,USD,bank_transfer,paid,cancelled,next_day,TRACK-43RD16NJ,2024-12-25,,2024-12-24T00:00:00Z,2025-10-02T00:00:00Z
ORD-03175,CUS-0716,2025-01-28,PROD-025,1,499.30,499.30,USD,paypal,paid,delivered,standard,TRACK-LUIN14LV,2025-02-04,2025-02-07,2025-01-28T00:00:00Z,2025-06-21T00:00:00Z
ORD-03176,CUS-0235,2024-08-26,PROD-007,3,2312.54,6937.62,USD,credit_card,paid,delivered,express,TRACK-7Q0JMO05,2024-08-28,2024-08-30,2024-08-26T00:00:00Z,2025-03-18T00:00:00Z
ORD-03177,CUS-0576,2024-03-19,PROD-083,4,189.30,757.20,USD,paypal,partially_refunded,returned,standard,TRACK-YNS4P10C,2024-03-28,2024-03-29,2024-03-19T00:00:00Z,2025-12-16T00:00:00Z
ORD-03178,CUS-0391,2024-10-18,PROD-013,4,1278.38,5113.52,USD,credit_card,paid,processing,express,TRACK-KTBQRZE8,2024-10-21,,2024-10-18T00:00:00Z,2024-10-24T00:00:00Z
ORD-03179,CUS-0115,2025-09-20,PROD-076,4,158.70,634.80,USD,credit_card,paid,delivered,express,TRACK-K422DKNO,2025-09-24,2025-09-26,2025-09-20T00:00:00Z,2025-12-31T00:00:00Z
ORD-03180,CUS-0567,2025-07-29,PROD-055,3,407.21,1221.63,USD,credit_card,refunded,cancelled,next_day,TRACK-UY5J3N6M,2025-07-30,,2025-07-29T00:00:00Z,2025-11-22T00:00:00Z
ORD-03181,CUS-0202,2024-03-08,PROD-071,3,489.66,1468.98,USD,credit_card,paid,delivered,next_day,TRACK-Q79XTMPG,2024-03-09,2024-03-09,2024-03-08T00:00:00Z,2025-12-10T00:00:00Z
ORD-03182,CUS-0233,2025-05-07,PROD-021,4,373.51,1494.04,USD,debit_card,paid,processing,standard,TRACK-OWW2R83Q,2025-05-16,,2025-05-07T00:00:00Z,2025-10-28T00:00:00Z
ORD-03183,CUS-0712,2025-01-10,PROD-050,5,81.10,405.50,USD,crypto,partially_refunded,returned,express,TRACK-D2C7MIBP,2025-01-14,2025-01-17,2025-01-10T00:00:00Z,2025-11-28T00:00:00Z
ORD-03184,CUS-0859,2024-04-26,PROD-045,1,111.96,111.96,USD,credit_card,failed,cancelled,express,TRACK-83KKOFBD,2024-04-29,,2024-04-26T00:00:00Z,2025-07-13T00:00:00Z
ORD-03185,CUS-0630,2025-09-27,PROD-054,4,511.50,2046.00,USD,credit_card,refunded,returned,international,TRACK-12S49H3G,2025-10-13,2025-10-16,2025-09-27T00:00:00Z,2025-10-05T00:00:00Z
ORD-03186,CUS-0579,2025-06-13,PROD-053,2,574.29,1148.58,USD,debit_card,paid,shipped,express,TRACK-U815BRYQ,2025-06-16,,2025-06-13T00:00:00Z,2025-07-13T00:00:00Z
ORD-03187,CUS-0380,2025-08-21,PROD-055,1,407.21,407.21,USD,paypal,paid,delivered,next_day,TRACK-Z3AF3T81,2025-08-22,2025-08-24,2025-08-21T00:00:00Z,2025-11-20T00:00:00Z
ORD-03188,CUS-0300,2025-01-26,PROD-011,3,1007.07,3021.21,USD,credit_card,paid,shipped,express,TRACK-YMAXYMFL,2025-01-28,,2025-01-26T00:00:00Z,2025-02-11T00:00:00Z
ORD-03189,CUS-0267,2025-01-18,PROD-042,4,22.38,89.52,USD,credit_card,paid,delivered,express,TRACK-5T2WF559,2025-01-20,2025-01-23,2025-01-18T00:00:00Z,2025-12-31T00:00:00Z
ORD-03190,CUS-0639,2025-10-24,PROD-062,4,282.17,1128.68,USD,debit_card,paid,shipped,standard,TRACK-KECS7HKF,2025-11-03,,2025-10-24T00:00:00Z,2025-12-22T00:00:00Z
ORD-03191,CUS-0869,2024-03-10,PROD-023,4,955.05,3820.20,USD,debit_card,paid,placed,express,TRACK-SR2826U2,2024-03-14,,2024-03-10T00:00:00Z,2024-08-02T00:00:00Z
ORD-03192,CUS-0128,2025-03-20,PROD-011,4,1007.07,4028.28,USD,bank_transfer,paid,confirmed,standard,TRACK-BOMI53VT,2025-03-30,,2025-03-20T00:00:00Z,2025-05-08T00:00:00Z
ORD-03193,CUS-0417,2025-03-01,PROD-086,3,272.87,818.61,USD,debit_card,paid,delivered,next_day,TRACK-DI2ZG884,2025-03-02,2025-03-02,2025-03-01T00:00:00Z,2025-09-09T00:00:00Z
ORD-03194,CUS-0885,2025-12-02,PROD-009,1,788.22,788.22,USD,credit_card,paid,confirmed,standard,TRACK-4ZN573VJ,2025-12-11,,2025-12-02T00:00:00Z,2025-12-30T00:00:00Z
ORD-03195,CUS-0302,2025-07-14,PROD-068,1,296.26,296.26,USD,credit_card,paid,delivered,express,TRACK-AY1FZK9Q,2025-07-18,2025-07-20,2025-07-14T00:00:00Z,2025-10-01T00:00:00Z
ORD-03196,CUS-0320,2024-04-25,PROD-037,4,290.16,1160.64,USD,paypal,failed,cancelled,express,TRACK-4D8ODG9V,2024-04-27,,2024-04-25T00:00:00Z,2025-05-12T00:00:00Z
ORD-03197,CUS-0011,2025-11-22,PROD-015,5,987.77,4938.85,USD,credit_card,paid,out_for_delivery,standard,TRACK-C1EDM2Z9,2025-11-30,,2025-11-22T00:00:00Z,2025-12-16T00:00:00Z
ORD-03198,CUS-0685,2025-11-25,PROD-061,1,118.46,118.46,USD,paypal,failed,cancelled,next_day,TRACK-CEISHYVJ,2025-11-26,,2025-11-25T00:00:00Z,2025-12-27T00:00:00Z
ORD-03199,CUS-0090,2025-11-12,PROD-051,4,450.36,1801.44,USD,credit_card,paid,cancelled,standard,TRACK-VIJ2B8NC,2025-11-19,,2025-11-12T00:00:00Z,2025-12-12T00:00:00Z
ORD-03200,CUS-0233,2024-03-21,PROD-015,5,987.77,4938.85,USD,credit_card,paid,out_for_delivery,express,TRACK-MO7GDS70,2024-03-25,,2024-03-21T00:00:00Z,2025-08-31T00:00:00Z
ORD-03201,CUS-0320,2024-02-25,PROD-016,1,551.74,551.74,USD,bank_transfer,partially_refunded,returned,express,TRACK-9WGGVYJ2,2024-02-28,2024-02-28,2024-02-25T00:00:00Z,2025-04-09T00:00:00Z
ORD-03202,CUS-0443,2024-12-19,PROD-011,5,1007.07,5035.35,USD,bank_transfer,paid,delivered,next_day,TRACK-EBV3ZJTC,2024-12-20,2024-12-21,2024-12-19T00:00:00Z,2025-10-02T00:00:00Z
ORD-03203,CUS-0173,2024-12-11,PROD-045,5,111.96,559.80,USD,credit_card,paid,confirmed,standard,TRACK-GCERKNCM,2024-12-20,,2024-12-11T00:00:00Z,2025-01-08T00:00:00Z
ORD-03204,CUS-0540,2024-02-09,PROD-082,5,235.36,1176.80,USD,credit_card,paid,out_for_delivery,express,TRACK-7ARDM8ZP,2024-02-11,,2024-02-09T00:00:00Z,2024-11-06T00:00:00Z
ORD-03205,CUS-0159,2025-12-08,PROD-008,3,1441.53,4324.59,USD,paypal,paid,out_for_delivery,international,TRACK-IN1ULA02,2025-12-31,,2025-12-08T00:00:00Z,2025-12-31T00:00:00Z
ORD-03206,CUS-0590,2025-09-07,PROD-021,1,373.51,373.51,USD,bank_transfer,paid,delivered,next_day,TRACK-PU0T5665,2025-09-08,2025-09-08,2025-09-07T00:00:00Z,2025-11-02T00:00:00Z
ORD-03207,CUS-0147,2025-10-27,PROD-011,2,1007.07,2014.14,USD,bank_transfer,paid,out_for_delivery,standard,TRACK-Z0ND6R3B,2025-11-02,,2025-10-27T00:00:00Z,2025-12-03T00:00:00Z
ORD-03208,CUS-0082,2024-06-18,PROD-005,4,925.08,3700.32,USD,paypal,paid,confirmed,standard,TRACK-TAHG18UK,2024-06-24,,2024-06-18T00:00:00Z,2024-10-21T00:00:00Z
ORD-03209,CUS-0858,2024-08-31,PROD-074,5,76.36,381.80,USD,credit_card,failed,cancelled,standard,TRACK-22IDC5VI,2024-09-08,,2024-08-31T00:00:00Z,2024-10-10T00:00:00Z
ORD-03210,CUS-0236,2025-04-18,PROD-076,2,158.70,317.40,USD,paypal,paid,delivered,express,TRACK-QGQQH70K,2025-04-20,2025-04-23,2025-04-18T00:00:00Z,2025-11-08T00:00:00Z
ORD-03211,CUS-0517,2025-08-24,PROD-003,1,986.69,986.69,USD,debit_card,paid,placed,next_day,TRACK-0WKZ50VQ,2025-08-25,,2025-08-24T00:00:00Z,2025-10-01T00:00:00Z
ORD-03212,CUS-0383,2025-08-24,PROD-032,5,126.22,631.10,USD,paypal,refunded,refunded,express,TRACK-LLCEZWJT,2025-08-28,2025-08-30,2025-08-24T00:00:00Z,2025-09-24T00:00:00Z
ORD-03213,CUS-0815,2025-01-02,PROD-075,3,343.41,1030.23,USD,credit_card,paid,shipped,standard,TRACK-YHJGZX82,2025-01-07,,2025-01-02T00:00:00Z,2025-09-28T00:00:00Z
ORD-03214,CUS-0538,2024-06-04,PROD-078,1,251.87,251.87,USD,paypal,paid,out_for_delivery,standard,TRACK-6XJLCVW2,2024-06-14,,2024-06-04T00:00:00Z,2025-08-21T00:00:00Z
ORD-03215,CUS-0295,2025-02-10,PROD-087,1,89.66,89.66,USD,bank_transfer,paid,delivered,express,TRACK-Y3MRRRIS,2025-02-14,2025-02-14,2025-02-10T00:00:00Z,2025-09-28T00:00:00Z
ORD-03216,CUS-0813,2025-07-03,PROD-056,2,520.14,1040.28,USD,credit_card,paid,shipped,standard,TRACK-JS3ZA772,2025-07-09,,2025-07-03T00:00:00Z,2025-12-05T00:00:00Z
ORD-03217,CUS-0533,2025-05-06,PROD-073,3,114.42,343.26,USD,paypal,paid,delayed,standard,TRACK-P1HPY354,2025-05-13,,2025-05-06T00:00:00Z,2025-10-25T00:00:00Z
ORD-03218,CUS-0076,2024-10-21,PROD-050,5,81.10,405.50,USD,credit_card,paid,confirmed,express,TRACK-ABJKEYKU,2024-10-23,,2024-10-21T00:00:00Z,2025-11-08T00:00:00Z
ORD-03219,CUS-0026,2025-12-12,PROD-049,4,49.02,196.08,USD,debit_card,pending,placed,standard,TRACK-RJS89FLJ,2025-12-20,,2025-12-12T00:00:00Z,2025-12-15T00:00:00Z
ORD-03220,CUS-0614,2024-03-04,PROD-028,4,249.80,999.20,USD,credit_card,paid,delivered,next_day,TRACK-23RHU1RG,2024-03-05,2024-03-06,2024-03-04T00:00:00Z,2024-12-08T00:00:00Z
ORD-03221,CUS-0987,2024-12-03,PROD-027,5,795.29,3976.45,USD,debit_card,partially_refunded,returned,standard,TRACK-II670NJE,2024-12-09,2024-12-11,2024-12-03T00:00:00Z,2025-09-19T00:00:00Z
ORD-03222,CUS-0225,2024-12-30,PROD-045,1,111.96,111.96,USD,paypal,paid,out_for_delivery,express,TRACK-T2XR3RFB,2025-01-01,,2024-12-30T00:00:00Z,2025-09-10T00:00:00Z
ORD-03223,CUS-0877,2025-05-29,PROD-016,5,551.74,2758.70,USD,debit_card,paid,delivered,standard,TRACK-F400PO7M,2025-06-04,2025-06-05,2025-05-29T00:00:00Z,2025-08-03T00:00:00Z
ORD-03224,CUS-0019,2024-09-29,PROD-027,4,795.29,3181.16,USD,credit_card,paid,out_for_delivery,express,TRACK-O0Y7LPSV,2024-10-03,,2024-09-29T00:00:00Z,2024-12-14T00:00:00Z
ORD-03225,CUS-0349,2024-06-14,PROD-028,5,249.80,1249.00,USD,credit_card,paid,processing,express,TRACK-I58BDYTG,2024-06-18,,2024-06-14T00:00:00Z,2025-12-22T00:00:00Z
ORD-03226,CUS-0745,2024-01-18,PROD-025,2,499.30,998.60,USD,credit_card,pending,placed,standard,TRACK-8WM5FHPE,2024-01-28,,2024-01-18T00:00:00Z,2024-04-05T00:00:00Z
ORD-03227,CUS-0559,2024-03-12,PROD-055,5,407.21,2036.05,USD,paypal,paid,confirmed,standard,TRACK-71719PJC,2024-03-20,,2024-03-12T00:00:00Z,2025-02-15T00:00:00Z
ORD-03228,CUS-0969,2024-02-02,PROD-070,3,55.18,165.54,USD,paypal,paid,delivered,standard,TRACK-SLKRRMIE,2024-02-11,2024-02-13,2024-02-02T00:00:00Z,2025-05-18T00:00:00Z
ORD-03229,CUS-0852,2024-03-06,PROD-038,4,302.64,1210.56,USD,credit_card,paid,processing,standard,TRACK-9LO7I8P3,2024-03-16,,2024-03-06T00:00:00Z,2024-09-10T00:00:00Z
ORD-03230,CUS-0229,2024-05-30,PROD-043,1,53.52,53.52,USD,credit_card,paid,out_for_delivery,express,TRACK-X9D4GTCA,2024-06-03,,2024-05-30T00:00:00Z,2024-08-13T00:00:00Z
ORD-03231,CUS-0021,2025-04-09,PROD-020,1,848.04,848.04,USD,credit_card,paid,delivered,standard,TRACK-6SJ9WPBL,2025-04-15,2025-04-16,2025-04-09T00:00:00Z,2025-04-27T00:00:00Z
ORD-03232,CUS-0605,2025-04-14,PROD-033,5,249.21,1246.05,USD,credit_card,paid,delivered,next_day,TRACK-8OSMJJX2,2025-04-15,2025-04-17,2025-04-14T00:00:00Z,2025-12-29T00:00:00Z
ORD-03233,CUS-0160,2024-11-27,PROD-079,3,363.45,1090.35,USD,paypal,paid,out_for_delivery,standard,TRACK-84HHAIAQ,2024-12-05,,2024-11-27T00:00:00Z,2025-06-22T00:00:00Z
ORD-03234,CUS-0832,2024-08-29,PROD-020,3,848.04,2544.12,USD,bank_transfer,refunded,refunded,standard,TRACK-IXBEESWD,2024-09-05,2024-09-05,2024-08-29T00:00:00Z,2024-08-30T00:00:00Z
ORD-03235,CUS-0112,2024-05-19,PROD-012,5,922.70,4613.50,USD,paypal,paid,shipped,standard,TRACK-R0DRXDNO,2024-05-27,,2024-05-19T00:00:00Z,2025-01-16T00:00:00Z
ORD-03236,CUS-0462,2025-05-20,PROD-006,1,1049.94,1049.94,USD,credit_card,paid,delivered,international,TRACK-YXR1QNJN,2025-06-06,2025-06-08,2025-05-20T00:00:00Z,2025-11-25T00:00:00Z
ORD-03237,CUS-0270,2024-06-18,PROD-055,2,407.21,814.42,USD,credit_card,paid,confirmed,express,TRACK-5K1OBWL6,2024-06-22,,2024-06-18T00:00:00Z,2024-09-19T00:00:00Z
ORD-03238,CUS-0662,2025-01-24,PROD-020,1,848.04,848.04,USD,credit_card,paid,delivered,standard,TRACK-TNKT5W7C,2025-01-31,2025-02-03,2025-01-24T00:00:00Z,2025-09-03T00:00:00Z
ORD-03239,CUS-0008,2024-09-13,PROD-071,4,489.66,1958.64,USD,bank_transfer,paid,delivered,standard,TRACK-YVLNZUQQ,2024-09-20,2024-09-23,2024-09-13T00:00:00Z,2024-10-17T00:00:00Z
ORD-03240,CUS-0165,2024-10-25,PROD-032,1,126.22,126.22,USD,bank_transfer,pending,placed,international,TRACK-ZEW5ADAP,2024-11-22,,2024-10-25T00:00:00Z,2025-12-13T00:00:00Z
ORD-03241,CUS-0277,2024-01-24,PROD-022,1,500.24,500.24,USD,paypal,paid,confirmed,standard,TRACK-Q1BKJGSE,2024-01-29,,2024-01-24T00:00:00Z,2025-09-28T00:00:00Z
ORD-03242,CUS-0561,2025-01-03,PROD-084,4,52.10,208.40,USD,debit_card,paid,out_for_delivery,express,TRACK-RKYIQHZQ,2025-01-06,,2025-01-03T00:00:00Z,2025-02-22T00:00:00Z
ORD-03243,CUS-0653,2025-02-03,PROD-028,1,249.80,249.80,USD,debit_card,paid,delivered,express,TRACK-JR6VH5Y6,2025-02-05,2025-02-07,2025-02-03T00:00:00Z,2025-07-16T00:00:00Z
ORD-03244,CUS-0890,2024-11-22,PROD-032,3,126.22,378.66,USD,credit_card,paid,delivered,express,TRACK-UEJ8I7KT,2024-11-24,2024-11-26,2024-11-22T00:00:00Z,2024-11-23T00:00:00Z
ORD-03245,CUS-0554,2024-10-28,PROD-066,5,77.92,389.60,USD,paypal,paid,delayed,next_day,TRACK-B4X7K0N3,2024-10-29,,2024-10-28T00:00:00Z,2024-11-22T00:00:00Z
ORD-03246,CUS-0582,2025-01-25,PROD-087,5,89.66,448.30,USD,credit_card,paid,processing,international,TRACK-RZUBLMAT,2025-02-17,,2025-01-25T00:00:00Z,2025-11-14T00:00:00Z
ORD-03247,CUS-0348,2024-10-22,PROD-067,3,317.35,952.05,USD,debit_card,paid,shipped,standard,TRACK-W6XG6OIB,2024-10-29,,2024-10-22T00:00:00Z,2025-05-20T00:00:00Z
ORD-03248,CUS-0743,2024-03-04,PROD-065,5,339.44,1697.20,USD,credit_card,paid,delivered,express,TRACK-T6BDSJ9G,2024-03-07,2024-03-09,2024-03-04T00:00:00Z,2025-12-13T00:00:00Z
ORD-03249,CUS-0503,2024-02-24,PROD-087,1,89.66,89.66,USD,credit_card,refunded,returned,express,TRACK-MIHUNIB5,2024-02-26,2024-02-26,2024-02-24T00:00:00Z,2025-02-12T00:00:00Z
ORD-03250,CUS-0306,2025-08-07,PROD-097,5,43.21,216.05,USD,credit_card,paid,placed,standard,TRACK-AM6WHWOP,2025-08-13,,2025-08-07T00:00:00Z,2025-09-07T00:00:00Z
ORD-03251,CUS-0426,2024-02-25,PROD-049,3,49.02,147.06,USD,credit_card,paid,delivered,express,TRACK-QGZBMWG9,2024-02-27,2024-02-28,2024-02-25T00:00:00Z,2025-10-31T00:00:00Z
ORD-03252,CUS-0642,2024-03-16,PROD-028,2,249.80,499.60,USD,credit_card,paid,delivered,next_day,TRACK-BEY9HRG0,2024-03-17,2024-03-17,2024-03-16T00:00:00Z,2025-06-15T00:00:00Z
ORD-03253,CUS-0759,2025-07-26,PROD-064,5,384.19,1920.95,USD,debit_card,paid,delayed,express,TRACK-DUO1QA75,2025-07-29,,2025-07-26T00:00:00Z,2025-12-02T00:00:00Z
ORD-03254,CUS-0306,2024-07-19,PROD-026,1,295.00,295.00,USD,credit_card,paid,out_for_delivery,standard,TRACK-VH6CGFK0,2024-07-24,,2024-07-19T00:00:00Z,2024-09-12T00:00:00Z
ORD-03255,CUS-0369,2024-07-23,PROD-040,5,337.08,1685.40,USD,debit_card,paid,processing,standard,TRACK-8SSRI5IL,2024-07-29,,2024-07-23T00:00:00Z,2025-01-21T00:00:00Z
ORD-03256,CUS-0377,2025-06-13,PROD-093,1,61.11,61.11,USD,credit_card,paid,placed,international,TRACK-I7SUFAH4,2025-06-24,,2025-06-13T00:00:00Z,2025-06-15T00:00:00Z
ORD-03257,CUS-0115,2025-09-14,PROD-093,2,61.11,122.22,USD,credit_card,paid,shipped,express,TRACK-85CDIMYN,2025-09-16,,2025-09-14T00:00:00Z,2025-09-26T00:00:00Z
ORD-03258,CUS-0641,2024-04-04,PROD-070,4,55.18,220.72,USD,paypal,failed,cancelled,standard,TRACK-KNPKIR1A,2024-04-11,,2024-04-04T00:00:00Z,2024-07-04T00:00:00Z
ORD-03259,CUS-0089,2025-05-28,PROD-003,1,986.69,986.69,USD,debit_card,pending,placed,next_day,TRACK-56WHLVJ8,2025-05-29,,2025-05-28T00:00:00Z,2025-10-26T00:00:00Z
ORD-03260,CUS-0368,2024-09-29,PROD-052,2,580.62,1161.24,USD,debit_card,paid,shipped,express,TRACK-MHP17A1P,2024-10-02,,2024-09-29T00:00:00Z,2025-03-24T00:00:00Z
ORD-03261,CUS-0395,2024-08-01,PROD-029,4,868.72,3474.88,USD,credit_card,paid,processing,standard,TRACK-GLTCC13B,2024-08-06,,2024-08-01T00:00:00Z,2025-04-14T00:00:00Z
ORD-03262,CUS-0182,2024-03-14,PROD-003,2,986.69,1973.38,USD,credit_card,paid,out_for_delivery,standard,TRACK-2OO5NU9Q,2024-03-22,,2024-03-14T00:00:00Z,2025-01-13T00:00:00Z
ORD-03263,CUS-0114,2024-05-12,PROD-013,5,1278.38,6391.90,USD,paypal,paid,shipped,standard,TRACK-GR09R19F,2024-05-22,,2024-05-12T00:00:00Z,2025-01-29T00:00:00Z
ORD-03264,CUS-0057,2024-10-21,PROD-085,4,152.73,610.92,USD,paypal,paid,delivered,express,TRACK-4YHRPWSK,2024-10-25,2024-10-25,2024-10-21T00:00:00Z,2025-01-07T00:00:00Z
ORD-03265,CUS-0394,2025-12-07,PROD-031,5,88.52,442.60,USD,credit_card,paid,delivered,standard,TRACK-QVDM6MVI,2025-12-13,2025-12-14,2025-12-07T00:00:00Z,2025-12-26T00:00:00Z
ORD-03266,CUS-0945,2025-05-03,PROD-067,1,317.35,317.35,USD,paypal,paid,processing,express,TRACK-FJGVMFCW,2025-05-07,,2025-05-03T00:00:00Z,2025-07-01T00:00:00Z
ORD-03267,CUS-0285,2024-11-09,PROD-040,4,337.08,1348.32,USD,credit_card,paid,cancelled,standard,TRACK-NRU4UICC,2024-11-16,,2024-11-09T00:00:00Z,2025-02-01T00:00:00Z
ORD-03268,CUS-0737,2025-10-02,PROD-010,5,1931.10,9655.50,USD,credit_card,paid,placed,express,TRACK-TFP9UOBX,2025-10-04,,2025-10-02T00:00:00Z,2025-10-20T00:00:00Z
ORD-03269,CUS-0243,2024-04-13,PROD-048,1,127.33,127.33,USD,debit_card,paid,processing,express,TRACK-LFLJYKQH,2024-04-16,,2024-04-13T00:00:00Z,2025-10-23T00:00:00Z
ORD-03270,CUS-0675,2024-02-27,PROD-014,1,474.04,474.04,USD,credit_card,refunded,refunded,standard,TRACK-KBRCDCGI,2024-03-05,2024-03-08,2024-02-27T00:00:00Z,2025-02-12T00:00:00Z
ORD-03271,CUS-0697,2025-01-18,PROD-036,1,341.40,341.40,USD,debit_card,partially_refunded,refunded,international,TRACK-81GCM94Q,2025-02-08,2025-02-11,2025-01-18T00:00:00Z,2025-03-05T00:00:00Z
ORD-03272,CUS-0982,2025-07-30,PROD-048,1,127.33,127.33,USD,credit_card,paid,out_for_delivery,standard,TRACK-MYDP2NF1,2025-08-07,,2025-07-30T00:00:00Z,2025-08-28T00:00:00Z
ORD-03273,CUS-0492,2024-11-07,PROD-012,4,922.70,3690.80,USD,credit_card,refunded,returned,standard,TRACK-3E822L8U,2024-11-17,2024-11-19,2024-11-07T00:00:00Z,2025-05-22T00:00:00Z
ORD-03274,CUS-0289,2024-04-10,PROD-038,5,302.64,1513.20,USD,credit_card,paid,delivered,standard,TRACK-JAS0S3AX,2024-04-17,2024-04-18,2024-04-10T00:00:00Z,2025-07-31T00:00:00Z
ORD-03275,CUS-0780,2025-02-11,PROD-079,1,363.45,363.45,USD,paypal,paid,delivered,express,TRACK-BWQTVLUC,2025-02-13,2025-02-13,2025-02-11T00:00:00Z,2025-10-24T00:00:00Z
ORD-03276,CUS-0023,2025-06-19,PROD-085,4,152.73,610.92,USD,credit_card,paid,delivered,standard,TRACK-M6Y7E4C5,2025-06-27,2025-06-30,2025-06-19T00:00:00Z,2025-12-08T00:00:00Z
ORD-03277,CUS-0590,2025-03-16,PROD-068,4,296.26,1185.04,USD,debit_card,paid,out_for_delivery,express,TRACK-TEPGHU7N,2025-03-20,,2025-03-16T00:00:00Z,2025-09-19T00:00:00Z
ORD-03278,CUS-0480,2024-11-02,PROD-079,1,363.45,363.45,USD,paypal,paid,placed,standard,TRACK-7DNASVMD,2024-11-11,,2024-11-02T00:00:00Z,2024-12-18T00:00:00Z
ORD-03279,CUS-0083,2025-11-25,PROD-049,4,49.02,196.08,USD,paypal,partially_refunded,refunded,standard,TRACK-J9ULZWOO,2025-12-02,2025-12-05,2025-11-25T00:00:00Z,2025-12-01T00:00:00Z
ORD-03280,CUS-0713,2025-08-08,PROD-049,3,49.02,147.06,USD,crypto,paid,shipped,standard,TRACK-G991KGNH,2025-08-18,,2025-08-08T00:00:00Z,2025-11-13T00:00:00Z
ORD-03281,CUS-0602,2024-12-18,PROD-080,4,255.93,1023.72,USD,credit_card,pending,placed,next_day,TRACK-W3QBP9MW,2024-12-19,,2024-12-18T00:00:00Z,2025-12-27T00:00:00Z
ORD-03282,CUS-0278,2024-03-04,PROD-081,2,150.38,300.76,USD,credit_card,paid,processing,international,TRACK-Q7W8BT60,2024-03-26,,2024-03-04T00:00:00Z,2024-12-10T00:00:00Z
