ticket_id,customer_id,order_id,product_id,created_at,channel,subject,message,category,subcategory,intent,priority,sentiment,assigned_team,status,resolution,resolution_code,resolution_time_minutes,escalated,escalation_reason,customer_satisfaction,first_response_time_minutes
TKT-0503,CUS-0048,,PROD-022,2025-07-17T00:00:00Z,chat,Issue with my shipment — order help needed,I placed an order 18 days ago and my package hasn't arrived yet. The tracking number shows it's still in transit. Can you help?,shipping,failed_delivery,report_delayed_delivery,P2,negative,shipping_support,closed,Initiated investigation with carrier. Customer will be contacted within 2 business days.,RESHIPPED,837,false,,2,113
TKT-0504,CUS-0585,,,2025-01-13T00:00:00Z,web,Product question / issue,Is this product compatible with Mac OS? The listing only mentions Windows.,products,registration,product_compatibility,P3,negative,technical_support,open,,,,true,Security concern flagged,,3
TKT-0505,CUS-0486,ORD-00762,PROD-061,2025-12-02T00:00:00Z,chat,Refund not received / billing issue,I received a partial refund but I expected a full refund. Can you explain why it wasn't fully refunded?,refunds,timeline,partial_refund_request,P2,negative,billing_support,resolved,Refund initiated; customer advised to allow up to 10 days for bank processing.,REFUND_INITIATED,499,false,,4,200
TKT-0506,CUS-0360,ORD-04677,,2025-09-01T00:00:00Z,web,Account access issue,My account seems to have been hacked. I see order history for purchases I didn't make.,account,password,update_profile,P2,negative,general_support,in_progress,,,,false,,,148
TKT-0507,CUS-0849,,,2024-07-28T00:00:00Z,email,Issue with my shipment — order help needed,"My tracking shows 'delivered' but I never received my package. I checked with my neighbors and the front desk, no sign of it.",shipping,tracking,report_delayed_delivery,P3,neutral,shipping_support,in_progress,,,,false,,,239
TKT-0508,CUS-0650,,PROD-051,2025-04-18T00:00:00Z,chat,Issue with my shipment — order help needed,The delivery attempt failed because the driver couldn't access my building. I need to reschedule for when I'm home.,shipping,address_change,track_shipment,P2,angry,shipping_support,resolved,Rescheduled delivery for next business day.,RESHIPPED,1233,false,,1,16
TKT-0509,CUS-0385,,PROD-099,2025-04-15T00:00:00Z,web,Question about my order,I placed an order 27 days ago and it's still in processing status. When will it ship?,orders,wrong_item,modify_order,P3,neutral,general_support,in_progress,,,,false,,,132
TKT-0510,CUS-0873,,,2024-06-20T00:00:00Z,email,Technical support needed,The camera on my device is producing blurry images even in good lighting conditions.,technical,hardware,compatibility_issue,P2,negative,technical_support,resolved,Hardware defect confirmed. Replacement unit authorized.,HARDWARE_REPLACEMENT,641,true,Issue unresolved after multiple contacts,2,169
TKT-0511,CUS-0807,,PROD-004,2024-11-05T00:00:00Z,chat,Product question / issue,The product description says it includes a charging cable but mine didn't come with one.,products,defect,product_registration,P3,negative,technical_support,closed,Missing accessory dispatched as separate shipment.,WARRANTY_REPLACEMENT,1428,false,,3,55
TKT-0512,CUS-0600,ORD-00136,,2024-07-21T00:00:00Z,email,Payment problem on my account,I was charged a different amount than what was shown at checkout. There seems to be a discrepancy.,payments,authorization,invoice_request,P2,negative,billing_support,closed,Customer advised to contact bank; charge appears to be a temporary authorization hold.,ESCALATED_BILLING,602,false,,4,39
TKT-0513,CUS-0586,ORD-03384,PROD-075,2025-11-20T00:00:00Z,chat,Issue with my shipment — order help needed,My package has been stuck at the same location for 6 days. The tracking info hasn't updated at all.,shipping,address_change,report_delayed_delivery,P2,negative,shipping_support,resolved,Rescheduled delivery for next business day.,RESHIPPED,406,false,,5,141
TKT-0514,CUS-0014,ORD-04530,PROD-044,2025-02-11T00:00:00Z,web,Product question / issue,I need to register my new product for warranty purposes. The registration link in the box doesn't work.,products,defect,product_inquiry,P2,positive,technical_support,waiting_for_customer,,,,true,Policy exception required,,16
TKT-0515,CUS-0748,,PROD-045,2024-12-18T00:00:00Z,email,Payment problem on my account,I was charged a different amount than what was shown at checkout. There seems to be a discrepancy.,payments,billing,billing_inquiry,P3,negative,billing_support,resolved,Customer advised to contact bank; charge appears to be a temporary authorization hold.,INVOICE_SENT,1279,false,,2,202
TKT-0516,CUS-0936,,,2024-12-21T00:00:00Z,email,Account access issue,I need to update my email address. The current one is from a job I no longer have.,account,email,account_security,P3,positive,general_support,in_progress,,,,false,,,59
TKT-0517,CUS-0750,,PROD-049,2025-11-22T00:00:00Z,email,Security concern — urgent,My credit card was charged by Acme Store but I haven't placed any orders recently.,security,data,fraud_report,P3,negative,security_support,resolved,Account temporarily suspended pending security review.,ACCOUNT_SECURED,1428,false,,5,198
TKT-0518,CUS-0871,,PROD-079,2025-08-13T00:00:00Z,web,Question about my order,I ordered the wrong size/color variant. Can this be changed or do I need to cancel and reorder?,orders,missing_item,check_order_status,P2,neutral,general_support,resolved,Wrong item return label issued; correct item shipped.,CONFIRMED,64,false,,5,80
TKT-0519,CUS-0457,,PROD-062,2025-06-04T00:00:00Z,web,Account access issue,I need to update my billing address. I've moved and need to update my details.,account,password,update_profile,P3,negative,general_support,resolved,Two-factor authentication enabled on customer's account.,ACCOUNT_UNLOCKED,930,false,,4,217
TKT-0520,CUS-0756,,PROD-038,2025-02-07T00:00:00Z,chat,Account access issue,I want to close my account and delete all my personal data. What's the process?,account,merge,account_security,P1,neutral,general_support,resolved,Email address updated successfully.,ACCOUNT_UNLOCKED,693,false,,4,193
TKT-0521,CUS-0416,,,2025-09-28T00:00:00Z,web,Return request for recent order,My item arrived defective straight out of the box. I haven't even used it. What's the fastest way to get a replacement?,returns,exchange,report_defective_item,P2,neutral,returns_support,closed,Exception approved due to damaged item — extended return window applied.,RETURN_APPROVED,277,false,,4,167
TKT-0522,CUS-0536,,PROD-040,2025-11-28T00:00:00Z,web,Return request for recent order,I'm an enterprise customer. I have a large order I need to return — what's the process for bulk returns?,returns,policy,initiate_return,P3,neutral,enterprise_support,closed,Exception approved due to damaged item — extended return window applied.,REFUND_PROCESSED,1106,false,,3,66
TKT-0523,CUS-0080,ORD-00807,PROD-038,2024-11-17T00:00:00Z,phone,Issue with my shipment — order help needed,I'm moving next week — can I redirect my package to a different address? It hasn't shipped yet.,shipping,lost_package,report_wrong_address,P2,negative,shipping_support,resolved,Processed reshipment of order to correct address at no extra charge.,TRACKING_PROVIDED,1097,true,Customer requested supervisor,4,7
TKT-0524,CUS-0437,,,2025-07-11T00:00:00Z,web,Payment problem on my account,I'm getting an error message saying my billing address doesn't match. I've confirmed it's correct.,payments,authorization,invoice_request,P3,neutral,billing_support,in_progress,,,,false,,,236
TKT-0525,CUS-0696,,PROD-097,2025-09-14T00:00:00Z,web,Return request for recent order,I want to return a gift I received. I have the order number but I'm not the original purchaser. Is that possible?,returns,defective,initiate_return,P2,angry,returns_support,resolved,Enterprise return processed per contract terms.,EXCEPTION_APPLIED,688,false,,4,189
TKT-0526,CUS-0149,,PROD-100,2025-05-05T00:00:00Z,email,Return request for recent order,I purchased a smartphone 26 days ago. I know electronics have a shorter return window — am I still eligible?,returns,return_status,report_defective_item,P3,positive,returns_support,closed,Return label issued. Customer to ship item within 7 days.,ENTERPRISE_RETURN,972,true,Issue unresolved after multiple contacts,4,216
TKT-0527,CUS-0555,ORD-03882,PROD-086,2025-06-18T00:00:00Z,web,Issue with my shipment — order help needed,"My tracking shows 'delivered' but I never received my package. I checked with my neighbors and the front desk, no sign of it.",shipping,delayed,track_shipment,P2,neutral,shipping_support,waiting_for_customer,,,,false,,,205
TKT-0528,CUS-0262,ORD-03244,PROD-081,2025-09-28T00:00:00Z,email,Account access issue,I need to update my billing address. I've moved and need to update my details.,account,closure,update_profile,P3,negative,general_support,closed,Account closure processed. Data deletion scheduled per policy.,ACCOUNT_CLOSED,242,false,,4,203
TKT-0529,CUS-0157,,,2025-03-19T00:00:00Z,web,Technical support needed,I can't get the Bluetooth pairing to work between my new device and my phone.,technical,software,setup_issue,P2,neutral,technical_support,resolved,Escalated to engineering team for further investigation.,FACTORY_RESET,595,false,,3,90
TKT-0530,CUS-0408,,PROD-052,2025-11-23T00:00:00Z,web,Technical support needed,The device is running very slowly after a recent software update. How do I roll back?,technical,software,connectivity_problem,P3,neutral,technical_support,resolved,Escalated to engineering team for further investigation.,FIRMWARE_UPDATE,19,true,High-value order involved,1,27
TKT-0531,CUS-0974,,PROD-086,2024-12-28T00:00:00Z,chat,Security concern — urgent,I noticed several unauthorized purchases on my account that I didn't make. I need help immediately.,security,account_compromise,unauthorized_access,P2,negative,security_support,resolved,Fraudulent orders cancelled. Refund initiated. Account secured.,ACCOUNT_SUSPENDED,775,false,,4,73
TKT-0532,CUS-0108,,,2025-02-21T00:00:00Z,phone,Issue with my shipment — order help needed,I ordered express shipping but it's been 3 days and still nothing. This should have arrived already.,shipping,wrong_address,report_lost_package,P2,negative,shipping_support,closed,Provided tracking information and escalated to carrier for priority tracing.,CARRIER_INVESTIGATION,70,false,,3,216
TKT-0533,CUS-0824,,,2025-08-26T00:00:00Z,email,Security concern — urgent,Someone appears to have used my account to place orders. I need all recent orders cancelled.,security,unauthorized_access,unauthorized_access,P2,negative,security_support,closed,Fraudulent orders cancelled. Refund initiated. Account secured.,ACCOUNT_SECURED,1399,false,,3,156
TKT-0534,CUS-0616,,PROD-088,2025-05-22T00:00:00Z,email,Security concern — urgent,I received a notification about a login from a location I've never been to. I think my account is compromised.,security,data,data_breach_concern,P3,positive,security_support,closed,"Unauthorized access confirmed. Account secured, password reset forced, customer notified.",ACCOUNT_SECURED,815,false,,5,37
TKT-0535,CUS-0527,,,2025-02-03T00:00:00Z,phone,Security concern — urgent,I'm concerned about how my personal data is being used. I want to request a copy of my data.,security,data,suspicious_activity,P1,negative,security_support,open,,,,false,,,133
TKT-0536,CUS-0723,,PROD-070,2024-09-27T00:00:00Z,chat,Product question / issue,Can you tell me if a specific product will be back in stock soon?,products,inquiry,product_inquiry,P2,negative,technical_support,closed,Replacement product shipped under warranty.,WARRANTY_REPLACEMENT,752,false,,5,89
TKT-0537,CUS-0891,,,2024-12-20T00:00:00Z,web,Security concern — urgent,Someone appears to have used my account to place orders. I need all recent orders cancelled.,security,data,data_breach_concern,P3,negative,security_support,resolved,Account temporarily suspended pending security review.,ACCOUNT_SUSPENDED,307,true,High-value order involved,5,93
TKT-0538,CUS-0300,,PROD-023,2025-06-15T00:00:00Z,web,Security concern — urgent,I noticed several unauthorized purchases on my account that I didn't make. I need help immediately.,security,account_compromise,data_breach_concern,P3,negative,security_support,in_progress,,,,false,,,142
TKT-0539,CUS-0470,,PROD-076,2024-12-12T00:00:00Z,email,Security concern — urgent,I'm concerned about how my personal data is being used. I want to request a copy of my data.,security,data,data_breach_concern,P2,negative,security_support,resolved,Data request processed per GDPR guidelines.,ACCOUNT_SECURED,453,false,,4,119
TKT-0540,CUS-0233,,,2025-02-17T00:00:00Z,web,Warranty claim request,My warranty repair is taking longer than expected. When will I get my product back?,warranty,extension,warranty_replacement,P3,neutral,returns_support,waiting_for_customer,,,,false,,,76
TKT-0541,CUS-0203,ORD-04674,PROD-100,2025-01-23T00:00:00Z,web,Return request for recent order,I received a damaged item in my order. The packaging was intact but the product itself is cracked. I need to return it.,returns,policy,initiate_return,P1,neutral,returns_support,closed,Exception approved due to damaged item — extended return window applied.,REFUND_PROCESSED,166,false,,4,231
TKT-0542,CUS-0808,,PROD-085,2025-03-08T00:00:00Z,phone,Question about my order,My order was split into two shipments without any notification. When will the second one arrive?,orders,wrong_item,modify_order,P3,negative,general_support,open,,,,false,,,100
TKT-0543,CUS-0839,,PROD-035,2025-01-29T00:00:00Z,email,Security concern — urgent,I want to enable two-factor authentication on my account. How do I set it up?,security,phishing,account_compromise,P3,negative,security_support,resolved,Data request processed per GDPR guidelines.,ACCOUNT_SECURED,1128,false,,4,119
TKT-0544,CUS-0664,,,2024-12-19T00:00:00Z,email,Security concern — urgent,I noticed several unauthorized purchases on my account that I didn't make. I need help immediately.,security,account_compromise,data_breach_concern,P2,neutral,security_support,resolved,Fraudulent orders cancelled. Refund initiated. Account secured.,ACCOUNT_SECURED,1172,false,,4,209
TKT-0545,CUS-0407,,PROD-077,2025-09-11T00:00:00Z,phone,Payment problem on my account,My credit card expired and I need to update my payment method for a pending order.,payments,billing,billing_inquiry,P3,neutral,billing_support,open,,,,false,,,154
TKT-0546,CUS-0873,,,2024-11-17T00:00:00Z,web,Issue with my shipment — order help needed,My order shows it shipped but I never received a tracking number via email. How can I find out where my package is?,shipping,wrong_address,report_delayed_delivery,P2,neutral,shipping_support,resolved,Processed reshipment of order to correct address at no extra charge.,CARRIER_INVESTIGATION,1267,true,Issue unresolved after multiple contacts,2,205
TKT-0547,CUS-0550,,PROD-016,2025-05-03T00:00:00Z,chat,Account access issue,I have two accounts with the same email. I want to merge the order history into one account.,account,closure,account_security,P2,negative,general_support,in_progress,,,,false,,,80
TKT-0548,CUS-0773,,PROD-057,2024-09-21T00:00:00Z,web,Question about my order,I accidentally ordered two of the same item. Can I modify the quantity to just one?,orders,status,modify_order,P3,neutral,general_support,closed,Wrong item return label issued; correct item shipped.,RESHIPPED,1393,true,Customer expressed extreme dissatisfaction,5,32
TKT-0549,CUS-0786,,PROD-007,2024-12-01T00:00:00Z,phone,Account access issue,My account seems to have been hacked. I see order history for purchases I didn't make.,account,merge,account_locked,P3,negative,general_support,in_progress,,,,false,,,20
TKT-0550,CUS-0950,,PROD-029,2025-10-03T00:00:00Z,email,Security concern — urgent,I received a notification about a login from a location I've never been to. I think my account is compromised.,security,unauthorized_access,fraud_report,P3,negative,security_support,resolved,Data request processed per GDPR guidelines.,DATA_REQUEST_PROCESSED,419,false,,5,225
TKT-0551,CUS-0822,,,2024-10-23T00:00:00Z,phone,Product question / issue,Can you help me understand the difference between the two models I'm considering?,products,recommendation,product_registration,P3,neutral,technical_support,open,,,,false,,,200
TKT-0552,CUS-0529,,PROD-076,2025-06-15T00:00:00Z,email,Warranty claim request,I'd like to extend my warranty before it expires. What options are available?,warranty,extension,warranty_claim,P2,negative,returns_support,open,,,,false,,,132
TKT-0553,CUS-0263,,PROD-018,2025-12-24T00:00:00Z,email,Refund not received / billing issue,I'm seeing a pending charge that I don't recognize. I never placed an order for this amount.,refunds,partial,report_duplicate_charge,P3,negative,billing_support,resolved,Refund initiated; customer advised to allow up to 10 days for bank processing.,REFUND_PROCESSED,1076,false,,4,3
TKT-0554,CUS-0360,,,2024-10-01T00:00:00Z,web,Account access issue,I'm locked out of my account after too many failed login attempts. How do I unlock it?,account,profile,password_reset,P3,positive,general_support,in_progress,,,,false,,,136
TKT-0555,CUS-0156,ORD-04404,,2024-10-29T00:00:00Z,web,Return request for recent order,I'd like to return an item I received 20 days ago. It's not what I expected based on the product description.,returns,defective,report_damaged_item,P0,positive,returns_support,closed,Exception approved due to damaged item — extended return window applied.,RETURN_APPROVED,53,false,,2,2
TKT-0556,CUS-0244,,PROD-080,2025-02-24T00:00:00Z,chat,Product question / issue,Can you tell me if a specific product will be back in stock soon?,products,inquiry,product_compatibility,P2,negative,technical_support,resolved,Replacement product shipped under warranty.,INFO_PROVIDED,593,false,,2,183
TKT-0557,CUS-0145,,PROD-028,2024-11-17T00:00:00Z,chat,Payment problem on my account,My payment keeps failing at checkout even though my card details are correct and I have sufficient funds.,payments,payment_failure,billing_inquiry,P2,neutral,billing_support,in_progress,,,,false,,,12
TKT-0558,CUS-0413,,,2025-07-12T00:00:00Z,web,Issue with my shipment — order help needed,My package has been stuck at the same location for 26 days. The tracking info hasn't updated at all.,shipping,failed_delivery,track_shipment,P1,negative,shipping_support,resolved,Processed reshipment of order to correct address at no extra charge.,DELIVERY_RESCHEDULED,420,true,Policy exception required,5,212
TKT-0559,CUS-0515,,,2025-07-06T00:00:00Z,web,Warranty claim request,My warranty repair is taking longer than expected. When will I get my product back?,warranty,claim,extend_warranty,P2,negative,returns_support,closed,Device sent for repair under warranty. ETA 7-10 business days.,WARRANTY_REPAIR,732,false,,5,33
TKT-0560,CUS-0645,,PROD-044,2025-07-20T00:00:00Z,phone,Warranty claim request,I lost my proof of purchase. Can I still make a warranty claim using my order number?,warranty,status,warranty_claim,P2,negative,returns_support,open,,,,true,Security concern flagged,,152
TKT-0561,CUS-0232,,PROD-056,2025-08-16T00:00:00Z,web,Security concern — urgent,I received a package I didn't order to my address. I'm worried someone is using my information.,security,fraud,suspicious_activity,P2,negative,security_support,open,,,,false,,,124
TKT-0562,CUS-0944,,PROD-094,2025-06-13T00:00:00Z,email,Technical support needed,My device won't turn on even after charging it fully overnight. I've tried holding the power button.,technical,hardware,setup_issue,P2,negative,technical_support,resolved,Escalated to engineering team for further investigation.,FACTORY_RESET,400,true,Customer requested supervisor,4,14
TKT-0563,CUS-0155,ORD-01312,PROD-039,2024-09-16T00:00:00Z,chat,Warranty claim request,"My warranty claim was rejected but I believe the damage is a manufacturing defect, not user damage.",warranty,coverage,warranty_replacement,P1,negative,returns_support,resolved,Warranty extended by 12 months as goodwill gesture.,REPAIR_QUOTE,1350,false,,3,7
TKT-0564,CUS-0040,,,2025-06-25T00:00:00Z,web,Warranty claim request,I'd like to extend my warranty before it expires. What options are available?,warranty,coverage,extend_warranty,P2,negative,returns_support,in_progress,,,,true,Policy exception required,,205
TKT-0565,CUS-0543,,PROD-007,2025-08-21T00:00:00Z,phone,Refund not received / billing issue,I returned two items from the same order. I only received a refund for one. What happened to the other?,refunds,duplicate_charge,dispute_charge,P3,negative,billing_support,resolved,Partial refund of 137.46 applied per return policy.,DUPLICATE_REVERSED,193,false,,2,112
TKT-0566,CUS-0629,,PROD-063,2024-09-16T00:00:00Z,email,Issue with my shipment — order help needed,My package has been stuck at the same location for 5 days. The tracking info hasn't updated at all.,shipping,address_change,track_shipment,P2,negative,shipping_support,in_progress,,,,false,,,170
TKT-0567,CUS-0192,,,2025-01-16T00:00:00Z,chat,Refund not received / billing issue,The refund amount doesn't match what I paid. I paid with a discount code — was that taken into account?,refunds,timeline,report_duplicate_charge,P1,neutral,billing_support,resolved,Partial refund of 49.84 applied per return policy.,REFUND_PROCESSED,936,false,,3,196
TKT-0568,CUS-0682,,PROD-090,2025-11-13T00:00:00Z,email,Return request for recent order,My item arrived defective straight out of the box. I haven't even used it. What's the fastest way to get a replacement?,returns,return_request,check_return_eligibility,P3,angry,returns_support,closed,Enterprise return processed per contract terms.,RETURN_APPROVED,606,false,,5,186
TKT-0569,CUS-0232,ORD-00814,PROD-016,2024-10-27T00:00:00Z,web,Return request for recent order,My item arrived defective straight out of the box. I haven't even used it. What's the fastest way to get a replacement?,returns,exchange,report_damaged_item,P2,negative,returns_support,resolved,Enterprise return processed per contract terms.,EXCEPTION_APPLIED,231,false,,3,146
TKT-0570,CUS-0465,ORD-03568,,2024-11-14T00:00:00Z,web,Question about my order,I accidentally ordered two of the same item. Can I modify the quantity to just one?,orders,cancellation,check_order_status,P2,negative,general_support,in_progress,,,,false,,,52
TKT-0571,CUS-0627,,PROD-084,2025-07-16T00:00:00Z,web,Return request for recent order,I'd like to return an item I received 21 days ago. It's not what I expected based on the product description.,returns,damaged,check_return_eligibility,P2,negative,returns_support,waiting_for_customer,,,,false,,,84
TKT-0572,CUS-0870,,PROD-020,2025-05-15T00:00:00Z,web,Technical support needed,The software keeps crashing whenever I try to open a specific feature. I've tried reinstalling.,technical,setup,hardware_malfunction,P2,neutral,technical_support,resolved,Escalated to engineering team for further investigation.,FACTORY_RESET,1404,false,,5,213
TKT-0573,CUS-0347,,,2025-11-23T00:00:00Z,chat,Product question / issue,Is this product compatible with Mac OS? The listing only mentions Windows.,products,inquiry,product_recommendation,P2,neutral,technical_support,resolved,Technical specifications shared with customer.,COMPATIBILITY_CONFIRMED,646,false,,3,58
TKT-0574,CUS-0524,,,2024-06-27T00:00:00Z,email,Payment problem on my account,My PayPal payment shows as completed on PayPal's side but my order still shows payment pending.,payments,update_method,update_payment_method,P3,negative,billing_support,resolved,Invoice generated and sent to customer email.,ALT_PAYMENT,22,false,,4,127
TKT-0575,CUS-0925,,,2024-12-27T00:00:00Z,web,Security concern — urgent,I received an email claiming to be from Acme Store asking for my password. I think it's a phishing attempt.,security,phishing,fraud_report,P1,negative,security_support,closed,Phishing report logged. Customer advised on account security measures.,PHISHING_LOGGED,1079,false,,4,159
TKT-0576,CUS-0801,,,2024-08-16T00:00:00Z,chat,Question about my order,My order shows as delivered but it only partially arrived — some items are missing.,orders,modification,missing_item,P2,negative,general_support,resolved,Order modification applied before shipment cutoff.,MODIFIED,825,false,,4,11
TKT-0577,CUS-0132,,PROD-073,2025-05-03T00:00:00Z,phone,Product question / issue,Is this product compatible with Mac OS? The listing only mentions Windows.,products,registration,product_defect,P2,negative,technical_support,open,,,,false,,,165
TKT-0578,CUS-0758,ORD-03389,PROD-007,2025-02-17T00:00:00Z,web,Security concern — urgent,My credit card was charged by Acme Store but I haven't placed any orders recently.,security,fraud,account_compromise,P2,positive,security_support,in_progress,,,,false,,,60
TKT-0579,CUS-0983,,PROD-100,2025-10-24T00:00:00Z,web,Account access issue,I'm not receiving order confirmation emails even though my address is correct.,account,password,update_profile,P2,positive,general_support,in_progress,,,,false,,,134
TKT-0580,CUS-0830,ORD-01683,PROD-024,2025-08-31T00:00:00Z,chat,Account access issue,My account seems to have been hacked. I see order history for purchases I didn't make.,account,security,password_reset,P3,angry,general_support,in_progress,,,,false,,,236
TKT-0581,CUS-0529,,,2024-06-11T00:00:00Z,email,Question about my order,I need my order urgently. Can I upgrade the shipping method after placing the order?,orders,missing_item,report_wrong_item,P3,negative,general_support,in_progress,,,,false,,,54
TKT-0582,CUS-0553,,PROD-087,2025-08-25T00:00:00Z,web,Question about my order,My order shows as processing but I haven't received any shipping confirmation email yet.,orders,modification,cancel_order,P2,positive,general_support,resolved,Order modification applied before shipment cutoff.,CANCELLED,1375,false,,3,14
TKT-0583,CUS-0030,,PROD-097,2024-06-29T00:00:00Z,chat,Refund not received / billing issue,I returned my order 20 days ago and I still haven't received my refund. Can you check the status?,refunds,refund_status,request_refund,P3,negative,billing_support,resolved,Full refund approved for cancelled order.,PARTIAL_REFUND,306,false,,4,5
TKT-0584,CUS-0207,ORD-00868,PROD-009,2025-01-17T00:00:00Z,email,Technical support needed,I can't get the Bluetooth pairing to work between my new device and my phone.,technical,software,compatibility_issue,P2,positive,technical_support,resolved,Escalated to engineering team for further investigation.,HARDWARE_REPLACEMENT,1427,false,,5,29
TKT-0585,CUS-0527,,,2025-01-25T00:00:00Z,phone,Technical support needed,I'm having connectivity issues — the device keeps disconnecting from WiFi every few minutes.,technical,setup,connectivity_problem,P3,neutral,technical_support,open,,,,false,,,163
TKT-0586,CUS-0745,,,2025-06-25T00:00:00Z,phone,Warranty claim request,The product was repaired under warranty but the same issue has returned. What are my options?,warranty,claim,warranty_replacement,P2,neutral,returns_support,resolved,Out-of-warranty repair approved at discounted rate.,WARRANTY_EXTENDED,505,false,,4,113
TKT-0587,CUS-0420,,PROD-084,2024-11-23T00:00:00Z,phone,Refund not received / billing issue,I cancelled my order within minutes of placing it but I was still charged. When will I receive my refund?,refunds,refund_status,dispute_charge,P3,negative,billing_support,waiting_for_customer,,,,false,,,64
TKT-0588,CUS-0575,,PROD-031,2025-03-04T00:00:00Z,web,Payment problem on my account,I need an official invoice for my order for tax purposes. Can you send me one?,payments,payment_failure,payment_failure,P0,positive,billing_support,closed,Payment issue escalated to billing team for manual review.,INVOICE_SENT,940,false,,4,24
TKT-0589,CUS-0345,,PROD-050,2025-08-18T00:00:00Z,chat,Product question / issue,Can you help me understand the difference between the two models I'm considering?,products,compatibility,product_inquiry,P2,angry,technical_support,open,,,,false,,,67
TKT-0590,CUS-0583,ORD-03033,PROD-010,2025-09-06T00:00:00Z,email,Refund not received / billing issue,I cancelled my order within minutes of placing it but I was still charged. When will I receive my refund?,refunds,refund_status,check_refund_status,P2,negative,billing_support,closed,Full refund approved for cancelled order.,PARTIAL_REFUND,1371,false,,4,136
TKT-0591,CUS-0769,,PROD-076,2025-09-25T00:00:00Z,web,Question about my order,I need to cancel my order. I just placed it 28 minutes ago — is it possible to cancel before it ships?,orders,cancellation,report_wrong_item,P3,negative,general_support,in_progress,,,,false,,,229
TKT-0592,CUS-0840,,PROD-092,2025-11-04T00:00:00Z,email,Account access issue,My account seems to have been hacked. I see order history for purchases I didn't make.,account,security,close_account,P2,negative,general_support,resolved,Account closure processed. Data deletion scheduled per policy.,2FA_ENABLED,915,false,,5,175
TKT-0593,CUS-0919,,PROD-021,2025-10-04T00:00:00Z,web,Question about my order,I ordered the wrong size/color variant. Can this be changed or do I need to cancel and reorder?,orders,status,modify_order,P3,neutral,general_support,open,,,,false,,,134
TKT-0594,CUS-0556,ORD-00828,PROD-096,2025-01-08T00:00:00Z,email,Return request for recent order,The product stopped working after just a week of normal use. This seems like a manufacturing defect.,returns,exchange,check_return_eligibility,P2,negative,returns_support,closed,Full refund processed after confirming item condition.,RETURN_APPROVED,1228,true,Customer expressed extreme dissatisfaction,5,229
TKT-0595,CUS-0023,ORD-03696,PROD-100,2024-11-25T00:00:00Z,email,Warranty claim request,I need to check if my product is still under warranty. I've had it for about 19 months.,warranty,coverage,extend_warranty,P3,neutral,returns_support,closed,Warranty extended by 12 months as goodwill gesture.,CLAIM_REJECTED,1405,false,,5,220
TKT-0596,CUS-0250,,,2024-10-08T00:00:00Z,email,Payment problem on my account,My credit card expired and I need to update my payment method for a pending order.,payments,authorization,payment_failure,P3,neutral,billing_support,open,,,,false,,,157
TKT-0597,CUS-0916,,PROD-077,2025-02-19T00:00:00Z,web,Product question / issue,I'm trying to determine if this laptop is compatible with the external monitor I already own.,products,inquiry,product_recommendation,P3,negative,technical_support,resolved,Replacement product shipped under warranty.,WARRANTY_REPLACEMENT,838,false,,5,235
TKT-0598,CUS-0339,,,2025-01-15T00:00:00Z,phone,Account access issue,Someone tried to access my account from an unfamiliar location. I received a security alert.,account,security,update_profile,P2,neutral,general_support,resolved,Email address updated successfully.,EMAIL_UPDATED,38,false,,2,226
TKT-0599,CUS-0503,,PROD-099,2025-09-20T00:00:00Z,web,Refund not received / billing issue,I'm seeing a pending charge that I don't recognize. I never placed an order for this amount.,refunds,timeline,check_refund_status,P3,angry,billing_support,open,,,,false,,,9
TKT-0600,CUS-0828,,PROD-054,2025-05-06T00:00:00Z,web,Refund not received / billing issue,"I disputed a charge and the bank said it was resolved, but I don't see the credit on my account yet.",refunds,duplicate_charge,dispute_charge,P3,negative,billing_support,waiting_for_customer,,,,false,,,135
TKT-0601,CUS-0087,,PROD-087,2025-07-25T00:00:00Z,chat,Return request for recent order,I want to return a gift I received. I have the order number but I'm not the original purchaser. Is that possible?,returns,defective,check_return_eligibility,P3,neutral,returns_support,open,,,,false,,,127
TKT-0602,CUS-0351,,PROD-096,2025-05-09T00:00:00Z,email,Issue with my shipment — order help needed,I'm moving next week — can I redirect my package to a different address? It hasn't shipped yet.,shipping,tracking,report_wrong_address,P3,neutral,shipping_support,in_progress,,,,false,,,237
TKT-0603,CUS-0082,,PROD-024,2025-02-03T00:00:00Z,chat,Payment problem on my account,I made a bank transfer 8 days ago but my order is still showing payment pending.,payments,update_method,billing_inquiry,P1,negative,billing_support,closed,Invoice generated and sent to customer email.,PAYMENT_UPDATED,1318,false,,4,236
TKT-0604,CUS-0217,ORD-04923,,2025-07-19T00:00:00Z,web,Technical support needed,I'm having connectivity issues — the device keeps disconnecting from WiFi every few minutes.,technical,compatibility,hardware_malfunction,P2,positive,technical_support,waiting_for_customer,,,,false,,,77
TKT-0605,CUS-0823,,,2024-12-06T00:00:00Z,web,Warranty claim request,I'd like to extend my warranty before it expires. What options are available?,warranty,claim,check_warranty_status,P3,neutral,returns_support,resolved,Out-of-warranty repair approved at discounted rate.,WARRANTY_EXTENDED,248,true,Security concern flagged,2,165
